#t(a.u.)         c11(t)         c12(t)         c22(t)          decay
   228.3      -0.182489       0.393057       -3.62651      0.0172138
   228.4      0.0953645      -0.670031       0.882754      0.0171526
   228.5       0.336951       -2.06616        9.11917      0.0170917
   228.6       0.314372       -2.37758        15.2956      0.0170309
   228.7     -0.0860953       -0.10875      -0.653228      0.0169703
   228.8      -0.493377        1.59359       -7.27381      0.0169099
   228.9      -0.712049        2.20379       -8.09534      0.0168497
     229       -0.72799        1.97153       -7.42443      0.0167897
   229.1      -0.616003        0.89698        2.14016      0.0167298
   229.2      -0.613588        1.09624       -1.72214      0.0166702
   229.3      -0.656767        1.44897       -2.83703      0.0166107
   229.4      -0.660051        1.81817       -7.06276      0.0165514
   229.5      -0.514785        1.31396        -4.4207      0.0164923
   229.6      -0.267485       0.168571        1.89304      0.0164334
   229.7     -0.0877637      -0.536618        4.14327      0.0163747
   229.8     -0.0655877      -0.446349        3.68351      0.0163162
   229.9      -0.184395       0.556157       -2.42761      0.0162578
     230      -0.262323        1.41309       -8.61958      0.0161997
   230.1      -0.106586       0.645461       -3.98677      0.0161417
   230.2       0.171307       -1.10628         8.1884      0.0160839
   230.3       0.251748       -1.37367        7.06626      0.0160263
   230.4       0.101439      -0.384339        2.24758      0.0159688
   230.5     -0.0907009       0.975659        -8.6775      0.0159116
   230.6     -0.0661708       0.574532       -4.10134      0.0158545
   230.7      0.0720207      -0.406014        2.13597      0.0157976
   230.8       0.157221       -1.16738        7.66407      0.0157409
   230.9      0.0586698      -0.825852         5.1205      0.0156843
     231      -0.190202       0.280335       0.431884       0.015628
   231.1      -0.451672         1.4198       -5.55373      0.0155718
   231.2       -0.59538        1.69856       -5.87185      0.0155158
   231.3      -0.676865        1.86591       -4.52558        0.01546
   231.4      -0.715227        2.26487       -7.13228      0.0154043
   231.5      -0.634946        2.11982       -6.98622      0.0153488
   231.6      -0.432779          1.658       -8.16848      0.0152935
   231.7      -0.091734       0.434189       -2.03617      0.0152384
   231.8        0.27538      -0.809752        2.97268      0.0151835
   231.9       0.589636       -2.01807        8.77405      0.0151287
     232       0.741001       -2.36351        8.25375      0.0150741
   232.1       0.747233       -2.04945        3.98873      0.0150197
   232.2       0.722413       -2.18388        6.27398      0.0149654
   232.3       0.601547        -2.0124        7.38918      0.0149114
   232.4       0.341012       -1.09214        4.17252      0.0148574
   232.5      0.0202321      0.0632202       0.293555      0.0148037
   232.6      -0.263342        1.11777       -4.35283      0.0147502
   232.7      -0.418483        1.63187       -5.20712      0.0146968
   232.8      -0.421447        1.89144       -9.29922      0.0146435
   232.9      -0.197064       0.712778      -0.586526      0.0145905
     233      0.0562558       -0.15133        1.86957      0.0145376
   233.1       0.248557      -0.318186      -0.765867      0.0144849
   233.2       0.479291      -0.790588      -0.162621      0.0144323
   233.3       0.770237       -1.90822        5.69547        0.01438
   233.4       0.974976       -2.76982        9.90862      0.0143278
   233.5       0.966585       -2.66152        10.2255      0.0142757
   233.6       0.751588       -1.35687        1.81616      0.0142238
   233.7       0.524213      -0.182219       -3.94395      0.0141721
   233.8        0.44747       0.152055       -4.88787      0.0141206
   233.9       0.568991      -0.689945       0.860476      0.0140692
     234       0.737892       -1.80397        7.70728       0.014018
   234.1       0.744869       -1.55223        4.51144       0.013967
   234.2       0.699225      -0.868914       -3.94022      0.0139161
   234.3        0.80107       -2.04182        7.51985      0.0138654
   234.4        0.78715         -2.336        9.00361      0.0138148
   234.5       0.567717       -1.55608        4.80159      0.0137644
   234.6       0.225678      -0.698462        6.13125      0.0137142
   234.7      -0.250267        1.50466       -5.92556      0.0136641
   234.8      -0.576872        3.27821       -18.3619      0.0136142
   234.9      -0.473943        2.15592       -7.20763      0.0135645
     235      -0.178775       0.742953       -3.69141      0.0135149
   235.1       0.122034       -0.75202        7.72821      0.0134655
   235.2       0.224883      -0.431978       0.893421      0.0134162
   235.3       0.309035      -0.300372       -1.65261      0.0133671
   235.4        0.49004       -1.16769        2.75818      0.0133181
   235.5       0.635055       -2.02242        7.52525      0.0132694
   235.6       0.596412       -1.83869         6.6146      0.0132207
   235.7       0.418199       -1.03618        2.84736      0.0131723
   235.8       0.219681      -0.526425        3.38118      0.0131239
   235.9    -0.00296776       0.435703        -2.8973      0.0130758
     236      -0.138351        1.03642       -5.81723      0.0130278
   236.1      -0.110308       0.644659      -0.576357      0.0129799
   236.2     -0.0255981        0.49296       -1.48804      0.0129322
   236.3       0.126656       0.286853       -3.01577      0.0128847
   236.4       0.389842      -0.651387       0.120551      0.0128373
   236.5        0.66524       -1.85681        6.42106      0.0127901
   236.6       0.793392       -2.12405        6.49702       0.012743
   236.7       0.789284       -1.92258        5.07647      0.0126961
   236.8       0.710497       -1.71706        3.60513      0.0126494
   236.9        0.55601       -1.43123        4.28444      0.0126027
     237       0.303644      -0.619237        1.54881      0.0125563
   237.1       0.016935        0.38554       -1.84415        0.01251
   237.2      -0.218817         1.3022       -5.02512      0.0124638
   237.3      -0.306466        1.69138       -7.09678      0.0124178
   237.4        -0.1654       0.923983        -3.6301       0.012372
   237.5       0.101714      -0.246057        1.18829      0.0123262
   237.6       0.363089       -1.18313        4.46829      0.0122807
   237.7       0.557649       -2.05186         8.4769      0.0122353
   237.8       0.556396       -2.04978        8.18114        0.01219
   237.9       0.335786      -0.994634        3.56437      0.0121449
     238       0.027064       0.461785       -4.07492         0.0121
   238.1       -0.19223         1.1902       -5.68677      0.0120551
   238.2      -0.290761        1.32728       -3.85211      0.0120105
   238.3      -0.312203        1.51495       -6.08701       0.011966
   238.4      -0.205932        1.25625       -7.13722      0.0119216
   238.5      0.0591964     -0.0129555       0.289962      0.0118774
   238.6       0.330564       -1.12727        3.33684      0.0118333
   238.7       0.520478       -2.09503        7.16266      0.0117893
   238.8       0.526126       -2.58346        12.9814      0.0117455
   238.9       0.230129       -1.43472        6.89024      0.0117019
     239      -0.233315       0.368139       -2.12353      0.0116584
   239.1       -0.66626        1.65996       -5.33465       0.011615
   239.2       -1.01396        2.50971       -4.90631      0.0115718
   239.3       -1.28288        3.58433       -12.0133      0.0115287
   239.4       -1.33326        3.43425       -10.0429      0.0114858
   239.5       -1.23807        2.64821       -3.32231       0.011443
   239.6       -1.16434        2.67578       -5.57126      0.0114004
   239.7       -1.06294        3.02215       -10.7268      0.0113579
   239.8      -0.767997        2.33702       -8.98847      0.0113155
   239.9      -0.285005         0.5014       -0.79329      0.0112733
     240       0.168078       -1.14839        5.60866      0.0112312
   240.1       0.434294       -1.97637        7.48023      0.0111893
   240.2       0.466525       -1.97329         6.7985      0.0111475
   240.3       0.273613       -1.24434        6.86096      0.0111058
   240.4     -0.0931131       0.605175       -4.86664      0.0110643
   240.5      -0.368989        1.39374       -6.06554      0.0110229
   240.6      -0.539802        1.60914       -4.01843      0.0109816
   240.7      -0.676923        2.08325         -5.911      0.0109405
   240.8      -0.713885        2.42607       -11.3674      0.0108995
   240.9      -0.552596        1.47833       -3.44023      0.0108587
     241      -0.321439       0.462681      -0.568497       0.010818
   241.1      -0.117701      -0.809095        7.55362      0.0107774
   241.2      -0.149261      -0.383449        2.99228       0.010737
   241.3      -0.311125       0.714887       -3.79699      0.0106967
   241.4       -0.40102       0.742147       0.338434      0.0106565
   241.5      -0.486537        1.14412        -3.0495      0.0106165
   241.6      -0.515844        1.50869       -6.45082      0.0105766
   241.7      -0.419283        1.02898        -2.7224      0.0105368
   241.8      -0.276289       0.531218       -1.22368      0.0104972
   241.9      -0.126373       0.137595       0.816363      0.0104577
     242      0.0154158     -0.0251866      -0.869824      0.0104183
   242.1       0.209873      -0.713461       0.284901      0.0103791
   242.2       0.408151       -1.99147        9.72675        0.01034
   242.3       0.375259        -1.7401        7.45363       0.010301
   242.4       0.153894      -0.486571        1.61033      0.0102622
   242.5     -0.0610928       0.738437       -6.41139      0.0102235
   242.6     -0.0651914       0.355233       -3.07947      0.0101849
   242.7      0.0263493       -0.62808        4.81814      0.0101464
   242.8     0.00374689      -0.697912        5.82244      0.0101081
   242.9      -0.149821      0.0614512       0.888087      0.0100699
     243      -0.334514        1.10777       -4.69581      0.0100319
   243.1      -0.397189        1.71671       -8.60516     0.00999394
   243.2      -0.222412       0.922621       -4.43888     0.00995614
   243.3      0.0732137      -0.476503        2.71145     0.00991846
   243.4       0.300778       -1.15571        4.92327     0.00988091
   243.5       0.442804       -1.42464        4.41741     0.00984349
   243.6       0.527057       -1.77596        5.23889     0.00980619
   243.7       0.498616       -1.73031         6.7365     0.00976902
   243.8        0.33574      -0.963506        4.05965     0.00973197
   243.9       0.130836      -0.154068       0.937029     0.00969505
     244     -0.0617888       0.824923       -5.70421     0.00965826
   244.1      -0.127116        1.24977       -6.93076     0.00962159
   244.2      0.0078606       0.695816       -4.49836     0.00958504
   244.3       0.278012      -0.852911        5.25112     0.00954862
   244.4         0.4047       -1.14621        4.06544     0.00951232
   244.5       0.391056      -0.627389        1.84065     0.00947615
   244.6       0.384135       0.018592       -5.38577     0.00944009
   244.7       0.557881      -0.965427        1.67269     0.00940416
   244.8       0.725167       -1.88002        8.18809     0.00936836
   244.9       0.734482       -1.47376       0.580469     0.00933267
     245       0.719451       -1.84894        8.59565     0.00929711
   245.1       0.539693      -0.624284       -1.63316     0.00926166
   245.2       0.436871     -0.0610463       -5.66969     0.00922634
   245.3       0.534363       -1.20544        4.54557     0.00919114
   245.4       0.587382       -1.94158        8.34088     0.00915606
   245.5       0.414964       -1.37132        7.41186     0.00912109
   245.6      0.0546263       0.698119       -5.21134     0.00908625
   245.7      -0.138349        1.72118       -11.6374     0.00905153
   245.8     0.00513697       0.574674       -4.22596     0.00901692
   245.9       0.280764       -1.27241        6.33876     0.00898243
     246       0.388183       -2.27977         15.031     0.00894806
   246.1       0.123668      -0.761512        4.29315     0.00891381
   246.2      -0.279828        1.61786       -10.6063     0.00887968
   246.3      -0.439445        2.20827       -10.6052     0.00884566
   246.4      -0.316057        1.16359       -3.23436     0.00881176
   246.5      -0.145735       0.148745        4.25713     0.00877797
   246.6       -0.11865       0.883122       -4.01629      0.0087443
   246.7     -0.0053237        1.20373        -8.7635     0.00871075
   246.8        0.36508      -0.289999        -1.7761     0.00867731
   246.9       0.809881       -2.25302        7.56827     0.00864399
     247        1.08622       -3.23712        10.0756     0.00861078
   247.1        1.14219       -3.70212        13.5318     0.00857769
   247.2       0.887733       -2.86062        12.2128     0.00854471
   247.3       0.381928      -0.411976       -2.23454     0.00851184
   247.4     -0.0305002       0.912344        -5.0868     0.00847909
   247.5      -0.285308        1.47529       -4.68434     0.00844644
   247.6      -0.415065        1.92749       -6.47141     0.00841392
   247.7       -0.36831        1.68909       -6.58379      0.0083815
   247.8      -0.172478       0.720685       -1.94611      0.0083492
   247.9      0.0242064      0.0200622        1.39295       0.008317
     248       0.153953     -0.0911863     0.00879623     0.00828492
   248.1        0.27943        -0.2429      -0.907648     0.00825295
   248.2       0.422643      -0.711434        2.08292     0.00822109
   248.3       0.529354       -1.05381        3.03265     0.00818934
   248.4       0.574076       -1.03609       0.990415      0.0081577
   248.5       0.588333       -1.04996        1.81145     0.00812617
   248.6       0.575771       -1.22523        4.64485     0.00809475
   248.7       0.470862      -0.872441        2.59853     0.00806344
   248.8        0.29312     -0.0905143      -0.535634     0.00803223
   248.9       0.147555       0.767166       -7.70007     0.00800114
     249       0.207166       0.127659       -2.37646     0.00797015
   249.1       0.355347      -0.997145        5.70389     0.00793927
   249.2       0.392039       -1.25699        5.48238      0.0079085
   249.3       0.296832      -0.872259        2.77606     0.00787783
   249.4       0.134383       -0.14884       -2.15369     0.00784728
   249.5      0.0135341      -0.284407         3.1122     0.00781682
   249.6      -0.177435      -0.122034        4.14363     0.00778648
   249.7      -0.538692        1.15174      -0.364928     0.00775624
   249.8      -0.965983        3.16437        -12.106      0.0077261
   249.9       -1.20634        4.15223       -15.3332     0.00769607
     250       -1.17174        4.19805       -16.4636     0.00766615
   250.1      -0.809379        2.61442       -9.16122     0.00763632
   250.2      -0.295246       0.262328        3.98748     0.00760661
   250.3      0.0877952      -0.743522        3.43978     0.00757699
   250.4       0.370166       -1.56135        4.56136     0.00754749
   250.5       0.557677       -2.58132        10.8076     0.00751808
   250.6       0.496084       -2.50566        11.1088     0.00748878
   250.7       0.153262       -1.10136        5.68135     0.00745958
   250.8      -0.311171       0.758035       -2.63881     0.00743048
   250.9        -0.7132        2.17455        -7.2545     0.00740148
     251      -0.957599        2.97083       -8.80103     0.00737259
   251.1       -1.00974        3.29145       -12.9034     0.00734379
   251.2      -0.811853        2.31578       -7.72008      0.0073151
   251.3      -0.495575       0.694371        3.40187     0.00728651
   251.4      -0.320981       0.436861        1.69979     0.00725802
   251.5      -0.242962        0.99332       -7.82885     0.00722963
   251.6     -0.0524264       0.214158       0.495703     0.00720133
   251.7       0.149433      -0.206965       -1.58802     0.00717314
   251.8       0.387118       -1.41004        4.43384     0.00714505
   251.9       0.469985       -2.18637        12.2599     0.00711706
     252        0.22625      -0.725455       0.753145     0.00708916
   252.1     -0.0884979       0.513805       -1.12205     0.00706137
   252.2      -0.329208        1.75226       -10.6095     0.00703367
   252.3       -0.29477        1.04897       -3.10221     0.00700607
   252.4      -0.155009      0.0806704        2.82514     0.00697856
   252.5     -0.0801422       0.092539       -1.23061     0.00695116
   252.6      0.0177763      -0.120279       -1.03469     0.00692385
   252.7       0.163916      -0.997587        5.94409     0.00689663
   252.8       0.210099       -1.26674        6.30711     0.00686952
   252.9       0.115509      -0.815007        3.01707      0.0068425
     253     -0.0546151      -0.143241       0.760549     0.00681557
   253.1      -0.231315       0.427155      -0.208381     0.00678874
   253.2      -0.389245       0.943866       -1.97996     0.00676201
   253.3      -0.520267         1.8168         -8.052     0.00673537
   253.4      -0.474663        1.95578       -9.18062     0.00670882
   253.5      -0.167795       0.556253       -2.36721     0.00668237
   253.6       0.230797       -1.26629        5.17811     0.00665601
   253.7       0.496865       -2.31939        10.2815     0.00662975
   253.8       0.536713         -2.337        9.80113     0.00660358
   253.9       0.366148       -1.47363        4.90615      0.0065775
     254       0.100649      -0.202734       -1.45089     0.00655152
   254.1     -0.0847635       0.300755       -1.36123     0.00652563
   254.2      -0.188361       0.334582      -0.549911     0.00649983
   254.3       -0.28055       0.493186      -0.564151     0.00647412
   254.4      -0.368688       0.891256        -2.4652      0.0064485
   254.5      -0.393496        1.10089       -3.86571     0.00642298
   254.6      -0.325341        1.01784       -4.06463     0.00639754
   254.7      -0.152381       0.390456       0.144658      0.0063722
   254.8      0.0471202     -0.0568935      -0.848392     0.00634695
   254.9       0.271594      -0.703133        1.55952     0.00632179
     255         0.4905       -1.37008         2.0924     0.00629671
   255.1       0.650851       -2.12139        6.87476     0.00627173
   255.2       0.644029       -2.04147        7.77729     0.00624684
   255.3       0.494256       -1.17413        1.03696     0.00622203
   255.4        0.36047       -1.02256        2.76482     0.00619732
   255.5       0.184853      -0.702063        5.22056     0.00617269
   255.6     -0.0730468        0.63342        -4.9482     0.00614815
   255.7       -0.19387       0.781865       -3.04809      0.0061237
   255.8      -0.220739       0.908822       -4.18672     0.00609934
   255.9      -0.124929       0.594117       -1.52848     0.00607506
     256      0.0851023      -0.210654       0.774518     0.00605088
   256.1       0.314518       -1.12399        3.99365     0.00602677
   256.2       0.456907        -1.5437        5.65814     0.00600276
   256.3       0.489942       -1.58756        6.07505     0.00597883
   256.4       0.409483       -1.16254        3.15672     0.00595499
   256.5       0.245579      -0.245951       -1.07257     0.00593123
   256.6       0.134512       0.393518       -4.30127     0.00590756
   256.7       0.185496      -0.132451      -0.405174     0.00588398
   256.8       0.276817      -0.897031        4.65334     0.00586048
   256.9       0.247501      -0.650538         2.4896     0.00583706
     257        0.16324     -0.0127855       -2.60606     0.00581373
   257.1       0.171336      -0.381602        1.22417     0.00579048
   257.2       0.185918      -0.694408        1.10955     0.00576732
   257.3        0.14814       -1.14897         8.1408     0.00574424
   257.4     -0.0880939      -0.266636        3.87728     0.00572125
   257.5        -0.4526        1.40896       -4.15548     0.00569833
   257.6      -0.729246        2.67674       -11.5098      0.0056755
   257.7      -0.752741        2.55237       -11.1831     0.00565276
   257.8      -0.562543        1.08842       0.546884     0.00563009
   257.9      -0.462037       0.601905        5.30043     0.00560751
     258       -0.54355         2.0381       -8.79192     0.00558501
   258.1      -0.459792        2.25284       -10.8759     0.00556259
   258.2      -0.113542        1.05781       -6.36902     0.00554025
   258.3       0.376409      -0.801321         1.4852     0.00551799
   258.4       0.816965       -2.52022        10.5277     0.00549582
   258.5        1.03345       -3.13543        12.6638     0.00547372
   258.6       0.996244       -2.41158        5.72437     0.00545171
   258.7       0.864131       -1.55691       0.881078     0.00542977
   258.8       0.783345       -1.51136        1.63735     0.00540792
   258.9       0.703403       -1.91443        6.74559     0.00538614
     259       0.453359       -1.43462        7.63685     0.00536445
   259.1     0.00736347       0.315298      -0.729084     0.00534283
   259.2      -0.448488        2.12878       -7.58708     0.00532129
   259.3      -0.711393        3.42948       -15.7984     0.00529983
   259.4      -0.573509        2.75061       -13.2419     0.00527845
   259.5      -0.106588       0.132554        2.48675     0.00525715
   259.6       0.266954       -1.64298        11.7363     0.00523592
   259.7       0.302778       -1.14606        5.54311     0.00521478
   259.8       0.193088     -0.0689575       -2.53316      0.0051937
   259.9       0.162811        0.16417       -3.20511     0.00517271
     260        0.23137      -0.265041      0.0968517     0.00515179
   260.1       0.302544        -0.6675        2.86624     0.00513095
   260.2       0.300549      -0.664901        2.84356     0.00511019
   260.3       0.220534      -0.210009       -0.29736      0.0050895
   260.4        0.12564       0.369666       -2.81405     0.00506889
   260.5       0.121063       0.405296       -3.49961     0.00504836
   260.6       0.228441       -0.38237         1.2476     0.00502789
   260.7       0.294443      -0.763655         4.0125     0.00500751
   260.8        0.26606      -0.554023        1.43192      0.0049872
   260.9       0.204033      -0.509664       0.907538     0.00496696
     261      0.0783984      -0.279592        2.40533      0.0049468
   261.1      -0.137011       0.647749       -3.23348     0.00492671
   261.2      -0.319227        0.99693       -1.04435      0.0049067
   261.3       -0.48767        1.79701       -7.93264     0.00488676
   261.4      -0.529883        1.72084       -5.22151     0.00486689
   261.5      -0.490363        1.27873       -1.33851      0.0048471
   261.6       -0.47104        1.43421       -4.23887     0.00482738
   261.7      -0.407818        1.50671       -4.85503     0.00480773
   261.8      -0.235732        1.26732       -6.45527     0.00478816
   261.9      0.0935962       0.245633       -4.72416     0.00476865
     262       0.530347       -1.98766        11.0181     0.00474922
   262.1       0.759281       -2.74724        9.06546     0.00472986
   262.2        0.74303       -2.84489        11.6316     0.00471058
   262.3        0.44552        -1.6805        9.38483     0.00469136
   262.4     -0.0384883       0.716462       -4.68799     0.00467221
   262.5      -0.373244        2.23078       -14.4595     0.00465314
   262.6      -0.377216        1.45174        -3.4113     0.00463414
   262.7      -0.313391       0.851857        1.26634      0.0046152
   262.8      -0.322962        1.33349       -4.80083     0.00459634
   262.9        -0.2638        1.75162       -10.1398     0.00457755
     263      0.0390112       0.572184       -4.37955     0.00455883
   263.1       0.461826       -1.51243        6.20512     0.00454017
   263.2       0.697596       -2.51374        10.4079     0.00452159
   263.3        0.63387       -2.05834        7.53783     0.00450307
   263.4       0.363645      -0.842918        1.78464     0.00448463
   263.5       0.056304       0.534405         -6.082     0.00446625
   263.6      -0.087911       0.845031       -6.45479     0.00444794
   263.7     -0.0436835      -0.366065        4.56491      0.0044297
   263.8      -0.116148      -0.583285        6.53529     0.00441152
   263.9      -0.409816       0.904863       -1.75423     0.00439342
     264      -0.685677        2.40779       -9.92856     0.00437538
   264.1      -0.703199        2.52487       -10.7382     0.00435741
   264.2      -0.429366        1.15037       -3.19826      0.0043395
   264.3     -0.0452534      -0.576663        3.46258     0.00432167
   264.4       0.230573       -1.90252        11.4048      0.0043039
   264.5       0.199626       -1.19693        4.52975     0.00428619
   264.6      0.0283834      0.0174209       -2.22472     0.00426855
   264.7     -0.0762162       0.503364       -2.91976     0.00425098
   264.8     -0.0787935       0.500716        -2.4342     0.00423348
   264.9     -0.0130432       0.287598       -1.43787     0.00421604
     265      0.0976124      0.0289305       -1.25368     0.00419866
   265.1        0.26001       -0.36034      -0.404197     0.00418135
   265.2       0.471229      -0.981236       0.679437      0.0041641
   265.3       0.721899       -1.89508        1.78883     0.00414692
   265.4       0.974153       -3.38692        11.9846     0.00412981
   265.5        1.00373       -3.95359         17.471     0.00411276
   265.6       0.686342         -2.779        11.1261     0.00409577
   265.7         0.1506      -0.659426         1.2488     0.00407884
   265.8      -0.375514        1.22353       -4.97537     0.00406198
   265.9      -0.735694        2.22378       -6.82438     0.00404519
     266      -0.913577        2.62583        -8.0878     0.00402845
   266.1      -0.920299        2.62783       -8.93127     0.00401178
   266.2      -0.754405        1.79911       -2.69684     0.00399517
   266.3      -0.560479        1.38605       -4.03443     0.00397863
   266.4      -0.339573        1.05695       -5.12533     0.00396214
   266.5     -0.0287844       0.108196      -0.375521     0.00394572
   266.6       0.311286       -1.03477        1.89294     0.00392936
   266.7        0.58622       -2.41649        10.5086     0.00391306
   266.8       0.575005       -2.15162        8.10809     0.00389683
   266.9       0.337304       -1.01668        4.13332     0.00388065
     267      0.0367796       0.324689       -4.44047     0.00386454
   267.1      -0.160235       0.772099       -4.22206     0.00384849
   267.2      -0.258778       0.885078       -4.16444      0.0038325
   267.3       -0.27017       0.487205     -0.0776745     0.00381656
   267.4      -0.290417       0.250063        1.82135     0.00380069
   267.5       -0.38869       0.548338        1.42814     0.00378488
   267.6      -0.546627        1.64073       -7.35007     0.00376913
   267.7      -0.536237         1.6741       -8.26205     0.00375344
   267.8      -0.302087      0.0977871        2.48881     0.00373781
   267.9      -0.126973      -0.906687        7.10512     0.00372223
     268      -0.182904      -0.637931        7.60883     0.00370672
   268.1      -0.446343       0.935619        -2.6184     0.00369127
   268.2      -0.676748        2.16833       -10.2818     0.00367587
   268.3      -0.722903        2.26134       -6.54693     0.00366053
   268.4      -0.605573         2.1045       -9.58638     0.00364525
   268.5      -0.275477        0.46961      -0.452339     0.00363003
   268.6      0.0282403      -0.840437        6.73711     0.00361487
   268.7        0.14014      -0.644596         1.6198     0.00359976
   268.8       0.200266       -0.71271        3.08128     0.00358471
   268.9       0.220626      -0.586169       0.317037     0.00356972
     269       0.253234      -0.799805       0.559905     0.00355479
   269.1       0.267052        -1.4865        8.61653     0.00353991
   269.2      0.0752412      -0.885938        6.09796     0.00352509
   269.3      -0.303093       0.804026      -0.949839     0.00351033
   269.4       -0.68105         2.8226       -12.8677     0.00349562
   269.5      -0.772068         3.1404       -11.7575     0.00348097
   269.6       -0.58088        2.49803       -10.7059     0.00346638
   269.7      -0.168026       0.772733       -2.81413     0.00345184
   269.8       0.282327       -1.10992        5.23136     0.00343736
   269.9       0.553264       -2.16116         11.382     0.00342293
     270       0.530296       -1.34413        2.82943     0.00340856
   270.1       0.427535      -0.480521       -2.68163     0.00339424
   270.2       0.421007      -0.649032       -1.10631     0.00337998
   270.3       0.452852       -1.53317        7.91199     0.00336577
   270.4       0.283697       -1.04139        6.07244     0.00335162
   270.5     -0.0441551       0.402972       -1.91813     0.00333752
   270.6      -0.328384        1.54371       -6.88857     0.00332347
   270.7      -0.440582        1.87862       -7.21366     0.00330948
   270.8      -0.356717        1.39248       -5.42887     0.00329554
   270.9      -0.149771       0.218579        1.96113     0.00328166
     271     -0.0138017      -0.251817        3.72921     0.00326783
   271.1     0.00793185       0.186397      -0.196633     0.00325405
   271.2        0.04796       0.781902       -6.82921     0.00324033
   271.3       0.305388      -0.112194       -3.57546     0.00322666
   271.4       0.706142       -2.34026        10.1057     0.00321304
   271.5       0.879848       -3.24326        13.7988     0.00319947
   271.6       0.680028       -2.23322        9.88328     0.00318596
   271.7       0.228502       0.289555       -4.89897      0.0031725
   271.8     -0.0918442        1.83365       -12.6251     0.00315909
   271.9     -0.0537384        1.14608       -5.88564     0.00314573
     272        0.18677      -0.379096        1.81758     0.00313243
   272.1       0.372316       -1.46195         7.6039     0.00311917
   272.2       0.334794       -1.10717        6.49624     0.00310597
   272.3       0.161074       0.162526       -3.03625     0.00309281
   272.4      0.0960514       0.251399       -3.16795     0.00307971
   272.5       0.113538      -0.249274       0.887451     0.00306666
   272.6       0.088261      -0.353755        2.40756     0.00305366
   272.7     -0.0267447     -0.0180237        2.68714     0.00304071
   272.8      -0.226958        1.08395         -4.315     0.00302781
   272.9      -0.356613        2.03373        -10.022     0.00301496
     273      -0.227697        1.51771       -8.38753     0.00300216
   273.1      0.0996246       -0.21168        2.56587     0.00298941
   273.2       0.343511      -0.863363        4.77259     0.00297671
   273.3       0.504545       -1.06551        2.83622     0.00296406
   273.4       0.627749       -1.35333        2.42124     0.00295146
   273.5       0.694031        -1.2698       0.601365     0.00293891
   273.6       0.764778          -1.64        5.45064      0.0029264
   273.7       0.781546       -1.78994        3.34613     0.00291395
   273.8       0.716381       -1.85087        4.43563     0.00290154
   273.9       0.528934       -1.42948        4.90391     0.00288918
     274       0.231526      -0.611764        2.65685     0.00287687
   274.1      -0.149142       0.617271      -0.171802     0.00286461
   274.2      -0.511318        2.27415       -9.74464     0.00285239
   274.3      -0.620145        2.64387       -11.1228     0.00284022
   274.4      -0.447925        1.73246        -5.6071      0.0028281
   274.5      -0.127728       0.468569       -1.60229     0.00281603
   274.6         0.2219      -0.940056        4.69861     0.00280401
   274.7       0.451716       -1.57034        5.88951     0.00279203
   274.8       0.529922       -1.55048        5.84725      0.0027801
   274.9       0.514555       -1.06995      0.0470718     0.00276821
     275        0.54311       -1.30203       0.428866     0.00275637
   275.1       0.559399       -2.15342        12.1036     0.00274458
   275.2       0.308734       -1.02924         4.6966     0.00273284
   275.3     -0.0681429       0.865911       -6.10357     0.00272114
   275.4      -0.288633        1.80531       -9.62499     0.00270948
   275.5      -0.226908        1.28544       -6.48133     0.00269788
   275.6      0.0512407      -0.293065       0.922866     0.00268631
   275.7       0.325919       -2.01787        11.6628      0.0026748
   275.8       0.307525       -2.11214        12.3648     0.00266332
   275.9     -0.0754823      0.0948247       0.390836      0.0026519
     276      -0.473499        2.78843       -17.6838     0.00264052
   276.1      -0.379135        1.91482       -9.50879     0.00262918
   276.2     0.00931479      -0.767792        8.04395     0.00261789
   276.3       0.186424       -1.54391        10.4817     0.00260664
   276.4      0.0716165       -0.42038          2.599     0.00259543
   276.5      -0.107004       0.937082          -6.53     0.00258427
   276.6      -0.118116        1.35417       -11.1608     0.00257316
   276.7       0.148371     -0.0284676       -1.55939     0.00256209
   276.8       0.497704        -1.7912        8.98038     0.00255106
   276.9       0.684391       -2.49109        11.3482     0.00254007
     277       0.657837       -2.01456        5.88138     0.00252913
   277.1       0.550298       -1.45219        1.50409     0.00251823
   277.2       0.464084       -1.62524        5.31659     0.00250738
   277.3       0.300856        -1.4223        4.85788     0.00249657
   277.4      0.0204534      -0.827623        5.19233      0.0024858
   277.5      -0.376481       0.304416        2.33931     0.00247507
   277.6      -0.857886        2.12222       -4.11121     0.00246438
   277.7       -1.24947        4.06757       -16.9024     0.00245374
   277.8       -1.27613        3.99923       -15.8549     0.00244314
   277.9      -0.977379        2.31517       -4.14405     0.00243258
     278      -0.617873       0.900753        0.54053     0.00242207
   278.1      -0.338344     -0.0063806        2.56737     0.00241159
   278.2      -0.184642      -0.256001         1.7746     0.00240116
   278.3      -0.110784      -0.307757       0.431656     0.00239077
   278.4     -0.0820388      -0.692687        4.10819     0.00238042
   278.5      -0.209002      -0.298518        3.97616     0.00237011
   278.6      -0.466188       0.955265        -3.9679     0.00235984
   278.7      -0.666717        1.41471       -1.40072     0.00234961
   278.8      -0.839958        2.38119        -8.3265     0.00233943
   278.9      -0.827485        2.38699       -9.72688     0.00232928
     279      -0.615656        1.07669       0.969733     0.00231918
   279.1      -0.430954       0.735391       -2.98213     0.00230911
   279.2       -0.21666      -0.236176        1.49146     0.00229909
